Artist(s) Genres,Hot100 Ranking Year,Hot100 Rank
"['heartland rock', 'country rock', 'hard rock', 'rock', 'folk rock', 'yacht rock', 'album rock', 'soft rock', 'mellow gold', 'singer-songwriter', 'classic rock']",1975,16
[],1975,17
"['folk rock', 'classic country pop', 'soft rock', 'mellow gold', 'bubblegum pop', 'adult standards']",1975,18
"['classic country pop', 'soft rock', 'mellow gold', 'bubblegum pop', 'adult standards']",1975,19
"['singer-songwriter', 'folk rock', 'folk']",1975,20
"['p funk', 'soul', 'funk', 'quiet storm', 'disco']",1975,21
['disco'],1975,22
"['quiet storm', 'disco']",1975,23
"['motown', 'funk', 'soul', 'classic soul']",1975,24
"['philly soul', 'southern soul', 'classic soul']",1975,25
"['motown', 'soul']",1975,26
"['new mexico music', 'classic country pop', 'swamp pop']",1975,27
"['mellow gold', 'bubblegum pop', 'soft rock', 'adult standards']",1975,28
"['soul', 'funk', 'motown', 'classic soul', 'quiet storm']",1975,29
"['country rock', 'southern rock', 'soft rock', 'classic rock']",1975,30
"['p funk', 'soul', 'funk', 'classic soul', 'quiet storm', 'disco']",1975,31
"['glam rock', 'classic uk pop']",1975,32
[],1975,33
"['heartland rock', 'folk rock', 'album rock', 'soft rock', 'mellow gold', 'classic rock']",1975,34
"['glam rock', 'rock', 'piano rock', 'mellow gold']",1975,35
"['mellow gold', 'soft rock', 'yacht rock', 'adult standards']",1975,36
"['australian dance', 'soft rock', 'mellow gold', 'adult standards', 'disco']",1975,37
"['mellow gold', 'soft rock', 'yacht rock', 'adult standards']",1975,38
"['heartland rock', 'country rock', 'folk rock', 'folk', 'soft rock', 'mellow gold', 'singer-songwriter', 'classic rock']",1975,39
"['new mexico music', 'classic country pop', 'cowboy western', 'outlaw country']",1975,40
"['classic country pop', 'outlaw country']",1975,41
"['heartland rock', 'rock', 'folk rock', 'beatlesque', 'album rock', 'soft rock', 'mellow gold', 'singer-songwriter', 'classic rock']",1975,42
"['art rock', 'glam rock', 'folk rock', 'yacht rock', 'album rock', 'soft rock', 'mellow gold', 'symphonic rock', 'new romantic', 'classic rock']",1975,43
['swamp pop'],1975,44
[],1975,45
[],1975,46
"['heartland rock', 'country rock', 'folk rock', 'folk', 'soft rock', 'mellow gold', 'singer-songwriter']",1975,47
[],1975,48
"['soul', 'quiet storm', 'disco']",1975,49
"['australian dance', 'soft rock', 'mellow gold', 'adult standards', 'disco']",1975,50
"['heartland rock', 'country rock', 'folk rock', 'folk', 'soft rock', 'mellow gold', 'singer-songwriter']",1975,51
['rare groove'],1975,52
"['p funk', 'funk', 'classic soul', 'jazz funk']",1975,53
"['soul', 'funk', 'motown', 'classic soul', 'quiet storm', 'disco']",1975,54
"['soft rock', 'yacht rock']",1975,55
"['country rock', 'psychedelic rock', 'bubblegum pop', 'southern rock']",1975,56
"['singer-songwriter', 'jazz blues', 'folk']",1975,57
['classic uk pop'],1975,58
"['p funk', 'soul', 'funk', 'post-disco', 'classic soul', 'southern soul', 'quiet storm', 'disco']",1975,59
"['jazz funk', 'funk', 'soul', 'disco']",1975,60
"['glam metal', 'hard rock', 'rock', 'progressive rock', 'album rock', 'soft rock', 'mellow gold', 'classic rock']",1975,61
"['heartland rock', 'blues rock', 'country rock', 'hard rock', 'rock', 'album rock', 'soft rock', 'mellow gold', 'singer-songwriter', 'classic rock']",1975,62
"['protopunk', 'glam metal', 'detroit rock', 'glam rock', 'hard rock', 'rock', 'metal', 'album rock', 'classic rock']",1975,63
['disco'],1975,64
"['soul', 'new wave pop', 'soft rock', 'mellow gold', 'disco']",1975,65
"['easy listening', 'canadian pop', 'adult standards']",1975,66
"['heartland rock', 'blues rock', 'rock', 'folk rock', 'album rock', 'soft rock', 'mellow gold', 'singer-songwriter', 'classic rock']",1975,67
"['glam metal', 'country rock', 'southern rock', 'hard rock', 'rock', 'album rock', 'soft rock', 'mellow gold', 'singer-songwriter', 'classic rock']",1975,68
"['heartland rock', 'folk rock', 'folk', 'soft rock', 'mellow gold', 'singer-songwriter', 'classic rock']",1975,69
"['soft rock', 'yacht rock']",1975,70
"['p funk', 'soul', 'funk', 'quiet storm', 'disco']",1975,71
"['soft rock', 'disco']",1975,72
"['easy listening', 'canadian pop', 'adult standards']",1975,73
"['bubblegum pop', 'adult standards']",1975,74
"['motown', 'classic girl group', 'philly soul', 'disco']",1975,75
"['philly soul', 'southern soul']",1975,76
"['folk rock', 'folk', 'classic country pop', 'soft rock', 'mellow gold', 'singer-songwriter']",1975,77
"['glam rock', 'rock', 'classic rock']",1975,78
"['p funk', 'soul', 'funk', 'motown', 'classic soul', 'quiet storm', 'disco']",1975,79
"['p funk', 'soul', 'funk', 'post-disco', 'classic soul', 'southern soul', 'quiet storm', 'disco']",1975,80
"['art rock', 'glam rock', 'rock', 'beatlesque', 'album rock', 'soft rock', 'mellow gold', 'symphonic rock', 'classic rock']",1975,81
"['soul', 'funk', 'soul blues', 'classic soul', 'southern soul', 'memphis soul']",1975,82
"['heartland rock', 'folk rock', 'album rock', 'soft rock', 'mellow gold', 'classic rock']",1975,83
"['soul', 'funk', 'quiet storm', 'neo soul', 'disco']",1975,84
"['theme', 'jazz guitar', 'jazz fusion', 'smooth jazz']",1975,85
"['motown', 'quiet storm', 'disco']",1975,86
"['beatlesque', 'rock drums', 'classic rock']",1975,87
"['heartland rock', 'rock', 'folk rock', 'beatlesque', 'album rock', 'soft rock', 'mellow gold', 'singer-songwriter', 'classic rock']",1975,88
"['blues rock', 'art rock', 'symphonic rock', 'psychedelic rock', 'hard rock', 'rock', 'folk rock', 'progressive rock', 'album rock', 'flute rock', 'singer-songwriter', 'classic rock']",1975,89
"['soft rock', 'mellow gold']",1975,90
"['novelty', 'classic country pop']",1975,91
"['glam rock', 'rock', 'piano rock', 'mellow gold']",1975,92
"['easy listening', 'rockabilly', 'soft rock', 'adult standards', 'brill building pop', 'bubblegum pop']",1975,93
[],1975,94
"['heartland rock', 'rock', 'permanent wave', 'singer-songwriter', 'mellow gold']",1975,95
"['beatlesque', 'rock drums', 'classic rock']",1975,96
"['country rock', 'southern rock']",1975,97
"['country rock', 'hard rock', 'rock', 'folk rock', 'album rock', 'soft rock', 'mellow gold', 'classic canadian rock', 'singer-songwriter', 'classic rock']",1975,98
"['rock-and-roll', 'lounge', 'bubblegum pop', 'adult standards']",1975,99
[],1975,100
"['heartland rock', 'rock', 'folk rock', 'beatlesque', 'album rock', 'soft rock', 'mellow gold', 'singer-songwriter', 'classic rock']",1976,1
['karaoke'],1976,2
"['southern soul', 'soul blues', 'memphis soul']",1976,3
"['doo-wop', 'rock-and-roll', 'lounge', 'rockabilly', 'adult standards', 'northern soul', 'bubblegum pop']",1976,4
"['funk rock', 'disco']",1976,5
"['soul', 'funk', 'motown', 'philly soul', 'classic soul', 'quiet storm', 'disco']",1976,6
"['soul', 'rhythm and blues', 'motown', 'classic soul', 'quiet storm']",1976,7
"['rock', 'folk rock', 'folk', 'soft rock', 'mellow gold', 'singer-songwriter', 'permanent wave', 'classic rock']",1976,8
"['country rock', 'yacht rock', 'album rock', 'soft rock', 'mellow gold', 'southern rock', 'classic rock']",1976,9
['hammond organ'],1976,10
"['heartland rock', 'rock', 'yacht rock', 'album rock', 'soft rock', 'mellow gold', 'singer-songwriter', 'classic rock']",1976,11
['soft rock'],1976,12
"['mellow gold', 'soft rock', 'yacht rock', 'adult standards']",1976,13
['disco'],1976,14
"['soul', 'motown', 'quiet storm', 'soft rock', 'adult standards', 'disco']",1976,15
"['folk rock', 'yacht rock', 'album rock', 'soft rock', 'mellow gold', 'singer-songwriter', 'classic rock']",1976,16
['disco'],1976,17
"['glam rock', 'rock', 'classic rock']",1976,18
['southern soul'],1976,19
"['classic soul', 'disco']",1976,20
"['soft rock', 'mellow gold']",1976,21
['disco'],1976,22
"['glam metal', 'rock', 'hard rock', 'album rock', 'classic rock']",1976,23
['disco'],1976,24
"['heartland rock', 'rock', 'yacht rock', 'album rock', 'soft rock', 'mellow gold', 'classic rock']",1976,25
"['soul', 'new wave pop', 'soft rock', 'mellow gold', 'disco']",1976,26
"['soul', 'funk', 'motown', 'quiet storm', 'soft rock', 'mellow gold', 'adult standards', 'disco']",1976,27
['classic uk pop'],1976,28
['rare groove'],1976,29
"['p funk', 'soul', 'funk', 'classic soul', 'quiet storm', 'disco']",1976,30
"['soft rock', 'disco']",1976,31
['karaoke'],1976,32
"['art rock', 'glam rock', 'rock', 'permanent wave', 'classic rock']",1976,33
['yacht rock'],1976,34
"['country rock', 'soft rock', 'mellow gold']",1976,35
"['country', 'classic country pop', 'country rock']",1976,36
"['country rock', 'yacht rock', 'album rock', 'soft rock', 'mellow gold', 'southern rock', 'classic rock']",1976,37
['disco'],1976,38
"['soft rock', 'yacht rock', 'mellow gold']",1976,39
"['new wave pop', 'soft rock', 'yacht rock', 'mellow gold']",1976,40
"['new wave pop', 'hi-nrg', 'soft rock', 'adult standards', 'disco']",1976,41
"['bubblegum pop', 'adult standards']",1976,42
"['soul', 'motown', 'quiet storm', 'soft rock', 'adult standards', 'disco']",1976,43
"['p funk', 'soul', 'funk', 'post-disco', 'motown', 'classic soul', 'southern soul', 'quiet storm', 'neo soul', 'disco']",1976,44
"['soul', 'new wave pop', 'soft rock', 'mellow gold', 'disco']",1976,45
"['country rock', 'soft rock', 'mellow gold']",1976,46
"['rock', 'yacht rock', 'album rock', 'soft rock', 'mellow gold', 'classic rock']",1976,48
"['yacht rock', 'soft rock', 'mellow gold', 'singer-songwriter', 'classic rock']",1976,49
"['british blues', 'heartland rock', 'country rock', 'hard rock', 'rock', 'folk rock', 'album rock', 'soft rock', 'mellow gold', 'singer-songwriter', 'classic rock']",1976,50
"['rock', 'hard rock', 'album rock', 'classic rock']",1976,51
"['soul', 'funk', 'philly soul', 'classic soul', 'quiet storm', 'disco']",1976,52
"['rock', 'yacht rock', 'album rock', 'soft rock', 'classic rock']",1976,53
"['easy listening', 'canadian pop', 'adult standards']",1976,54
"['rock-and-roll', 'adult standards']",1976,55
"['country rock', 'southern rock']",1976,56
"['country rock', 'classic country pop', 'truck-driving country']",1976,57
"['american folk revival', 'country rock', 'folk rock', 'folk', 'yacht rock', 'singer-songwriter']",1976,58
"['jazz funk', 'funk', 'soul', 'disco']",1976,59
"['motown', 'quiet storm', 'disco']",1976,60
"['p funk', 'soul', 'funk', 'post-disco', 'quiet storm', 'jazz funk', 'disco']",1976,61
"['baroque pop', 'psychedelic rock', 'rock', 'sunshine pop', 'folk rock', 'mellow gold', 'classic rock']",1976,62
"['soft rock', 'yacht rock', 'mellow gold']",1976,63
['bubblegum pop'],1976,64
"['glam rock', 'rock', 'piano rock', 'mellow gold']",1976,65
"['soul', 'classic soul', 'southern soul', 'memphis soul', 'chicago soul']",1976,66
"['heartland rock', 'rock', 'folk rock', 'beatlesque', 'album rock', 'soft rock', 'mellow gold', 'singer-songwriter', 'classic rock']",1976,67
[],1976,68
"['jazz guitar', 'yacht rock', 'smooth jazz', 'jazz funk', 'soul jazz']",1976,69
"['art rock', 'glam rock', 'rock', 'beatlesque', 'album rock', 'soft rock', 'mellow gold', 'symphonic rock', 'classic rock']",1976,70
[],1976,71
[],1976,72
"['soul', 'funk', 'philly soul', 'motown', 'urban contemporary', 'classic soul', 'southern soul', 'quiet storm', 'disco']",1976,73
['bedroom r&b'],1976,74
['hollywood'],1976,75
"['glam rock', 'hard rock', 'album rock']",1976,76
"['rock', 'yacht rock', 'album rock', 'soft rock', 'classic rock']",1976,77
"['psychedelic rock', 'rock', 'british invasion', 'beatlesque', 'merseybeat', 'classic rock']",1976,78
"['soft rock', 'disco']",1976,79
"['jazz funk', 'funk', 'soul', 'disco']",1976,80
"['heartland rock', 'rock', 'yacht rock', 'album rock', 'soft rock', 'mellow gold', 'singer-songwriter', 'classic rock']",1976,81
"['soft rock', 'yacht rock']",1976,82
"['glam rock', 'rock', 'classic rock']",1976,83
"['hard rock', 'rock', 'folk rock', 'album rock', 'soft rock', 'mellow gold', 'singer-songwriter', 'classic rock']",1976,84
"['british blues', 'heartland rock', 'blues rock', 'glam metal', 'country rock', 'hard rock', 'rock', 'album rock', 'soft rock', 'classic rock']",1976,85
"['p funk', 'soul', 'funk', 'classic soul', 'quiet storm', 'disco']",1976,86
"['glam metal', 'blues rock', 'irish rock', 'hard rock', 'rock', 'metal', 'album rock', 'classic rock']",1976,87
"['soul', 'funk', 'motown', 'classic soul', 'quiet storm', 'disco']",1976,88
"['british blues', 'heartland rock', 'country rock', 'hard rock', 'rock', 'folk rock', 'album rock', 'soft rock', 'mellow gold', 'singer-songwriter', 'classic rock']",1976,89
['southern soul'],1976,90
"['easy listening', 'rockabilly', 'soft rock', 'adult standards', 'brill building pop', 'bubblegum pop']",1976,91
['bubblegum pop'],1976,92
"['p funk', 'soul', 'funk', 'funk rock', 'afrofuturism']",1976,93
['nursery'],1976,94
"['mellow gold', 'soft rock', 'yacht rock', 'adult standards']",1976,95
"['glam rock', 'rock', 'hard rock']",1976,96
[],1976,97
"['heartland rock', 'hard rock', 'rock', 'album rock', 'soft rock', 'mellow gold', 'singer-songwriter', 'classic rock']",1976,98
"['rock', 'hard rock', 'british invasion', 'album rock', 'classic rock']",1976,99
"['arkansas country', 'folk rock', 'classic country pop', 'nashville sound', 'soft rock', 'mellow gold', 'singer-songwriter', 'adult standards']",1976,100
"['soft rock', 'mellow gold']",1977,1
"['mellow gold', 'soft rock', 'disco']",1977,2
"['soul', 'funk', 'post-disco', 'girl group', 'motown', 'classic soul', 'quiet storm', 'chicago soul', 'disco']",1977,3
"['operatic pop', 'adult standards']",1977,4
[],1977,5
[],1977,6
"['motown', 'post-disco', 'diva house', 'disco']",1977,7
"['soft rock', 'mellow gold', 'singer-songwriter', 'native american', 'adult standards']",1977,8
[],1977,9
[],1977,10
['karaoke'],1977,11
"['swedish pop', 'europop']",1977,12
"['soft rock', 'mellow gold']",1977,13
[],1977,14
"['art rock', 'glam rock', 'rock', 'beatlesque', 'album rock', 'soft rock', 'mellow gold', 'symphonic rock', 'classic rock']",1977,15
"['soft rock', 'yacht rock']",1977,16
[],1977,17
"['motown', 'soul']",1977,18
"['heartland rock', 'rock', 'yacht rock', 'album rock', 'soft rock', 'mellow gold', 'classic rock']",1977,19
"['soul', 'motown', 'classic soul', 'quiet storm', 'northern soul', 'neo soul']",1977,20
['theme'],1977,21
"['arkansas country', 'folk rock', 'classic country pop', 'nashville sound', 'soft rock', 'mellow gold', 'singer-songwriter', 'adult standards']",1977,22
"['heartland rock', 'rock', 'yacht rock', 'album rock', 'soft rock', 'mellow gold', 'singer-songwriter', 'classic rock']",1977,23
"['soft rock', 'mellow gold']",1977,24
"['classic soul', 'disco']",1977,25
"['soul', 'funk', 'post-disco', 'motown', 'classic soul', 'quiet storm', 'disco']",1977,26
['karaoke'],1977,27
"['heartland rock', 'hard rock', 'rock', 'album rock', 'soft rock', 'mellow gold', 'singer-songwriter', 'classic rock']",1977,28
['karaoke'],1977,29
"['soft rock', 'yacht rock']",1977,30
"['heartland rock', 'glam metal', 'hard rock', 'rock', 'album rock', 'soft rock', 'mellow gold', 'classic rock']",1977,31
['karaoke'],1977,32
"['soul', 'funk', 'motown', 'quiet storm', 'soft rock', 'mellow gold', 'adult standards', 'disco']",1977,33
[],1977,34
['karaoke'],1977,35
"['british blues', 'heartland rock', 'blues rock', 'art rock', 'hard rock', 'folk rock', 'progressive rock', 'album rock', 'soft rock', 'mellow gold', 'symphonic rock', 'classic rock']",1977,36
"['mellow gold', 'soft rock', 'yacht rock', 'adult standards']",1977,37
"['country rock', 'yacht rock', 'album rock', 'soft rock', 'mellow gold', 'southern rock', 'classic rock']",1977,38
"['rock', 'yacht rock', 'album rock', 'soft rock', 'classic rock']",1977,39
"['motown', 'disco']",1977,40
"['p funk', 'soul', 'funk', 'post-disco', 'classic soul', 'southern soul', 'quiet storm', 'disco']",1977,41
"['british blues', 'heartland rock', 'country rock', 'hard rock', 'rock', 'folk rock', 'album rock', 'soft rock', 'mellow gold', 'singer-songwriter', 'classic rock']",1977,42
"['country', 'classic country pop', 'nashville sound']",1977,43
"['art rock', 'glam rock', 'folk rock', 'yacht rock', 'album rock', 'soft rock', 'mellow gold', 'symphonic rock', 'new romantic', 'classic rock']",1977,44
['bubblegum pop'],1977,45
"['heartland rock', 'folk rock', 'folk', 'soft rock', 'mellow gold', 'singer-songwriter', 'classic rock']",1977,46
"['heartland rock', 'country rock', 'rock', 'folk rock', 'folk', 'album rock', 'soft rock', 'mellow gold', 'classic rock']",1977,47
"['protopunk', 'glam metal', 'detroit rock', 'glam rock', 'hard rock', 'rock', 'metal', 'album rock', 'classic rock']",1977,48
['karaoke'],1977,49
['underground power pop'],1977,50
"['motown', 'soul']",1977,51
"['rock', 'yacht rock', 'album rock', 'soft rock', 'classic rock']",1977,52
"['heartland rock', 'new wave pop', 'glam metal', 'hard rock', 'rock', 'album rock', 'soft rock', 'mellow gold', 'singer-songwriter', 'classic rock']",1977,53
"['p funk', 'soul', 'funk', 'post-disco', 'quiet storm', 'jazz funk', 'disco']",1977,54
"['heartland rock', 'detroit rock', 'country rock', 'hard rock', 'rock', 'album rock', 'soft rock', 'mellow gold', 'singer-songwriter', 'classic rock']",1977,55
